Airline,Origin,Destination,Duration,Total stops,Price,Flight date,Days left until flight,Booking date
"Hainan Airlines, Cathay Pacific",MAN,HKG,18h 45m,2 stops,C$ 964,4/20/2025,14,4/6/2025
"British Airways, Thai Airways",MAN,HKG,20h 55m,2 stops,C$ 930,4/20/2025,14,4/6/2025
Emirates,MAN,HKG,17h 00m,1 stop,"C$ 1,432",4/20/2025,14,4/6/2025
"Lufthansa, Cathay Pacific",MAN,HKG,15h 20m,1 stop,"C$ 1,553",4/20/2025,14,4/6/2025
"British Airways, Qatar Airways • Operated by Qatar Airways",MAN,HKG,17h 15m,1 stop,"C$ 1,443",4/20/2025,14,4/6/2025
"Scandinavian Airlines, Thai Airways",MAN,HKG,19h 25m,2 stops,"C$ 1,007",4/20/2025,14,4/6/2025
Multiple Airlines,MAN,HKG,19h 30m,2 stops,"C$ 1,003",4/20/2025,14,4/6/2025
Qatar Airways,MAN,HKG,17h 15m,1 stop,"C$ 1,002",4/21/2025,15,4/6/2025
Cathay Pacific,MAN,HKG,12h 35m,direct,"C$ 1,266",4/21/2025,15,4/6/2025
Multiple Airlines • Operated by Buzz,MAN,HKG,44h 55m,3 stops,C$ 608,4/21/2025,15,4/6/2025
"Hainan Airlines, Cathay Pacific",MAN,HKG,15h 50m,1 stop,C$ 779,4/21/2025,15,4/6/2025
"Hainan Airlines, Air China",MAN,HKG,16h 30m,1 stop,C$ 807,4/21/2025,15,4/6/2025
"Hainan Airlines, Hong Kong Airlines",MAN,HKG,17h 50m,1 stop,C$ 781,4/21/2025,15,4/6/2025
British Airways,MAN,HKG,15h 35m,1 stop,"C$ 1,088",4/21/2025,15,4/6/2025
"Juneyao Airlines, Cathay Pacific",MAN,HKG,16h 15m,1 stop,C$ 875,4/21/2025,15,4/6/2025
Qatar Airways,MAN,HKG,17h 15m,1 stop,C$ 982,4/21/2025,15,4/6/2025
British Airways • Operated by Qatar Airways,MAN,HKG,17h 15m,1 stop,"C$ 1,009",4/21/2025,15,4/6/2025
"Juneyao Airlines, Spring Airlines",MAN,HKG,18h 25m,1 stop,C$ 848,4/21/2025,15,4/6/2025
KLM,MAN,HKG,14h 55m,1 stop,"C$ 1,293",4/21/2025,15,4/6/2025
"Juneyao Airlines, Hong Kong Airlines",MAN,HKG,17h 55m,1 stop,C$ 961,4/21/2025,15,4/6/2025
"British Airways, Qatar Airways • Operated by Qatar Airways",MAN,HKG,17h 15m,1 stop,"C$ 1,147",4/21/2025,15,4/6/2025
Emirates,MAN,HKG,21h 00m,1 stop,"C$ 1,224",4/21/2025,15,4/6/2025
"Juneyao Airlines, Cathay Pacific",MAN,HKG,17h 35m,1 stop,C$ 928,4/21/2025,15,4/6/2025
"Hainan Airlines, Cathay Pacific",MAN,HKG,18h 35m,1 stop,C$ 889,4/21/2025,15,4/6/2025
Qatar Airways,MAN,HKG,17h 15m,1 stop,C$ 996,4/22/2025,16,4/6/2025
Cathay Pacific,MAN,HKG,12h 35m,direct,"C$ 1,266",4/22/2025,16,4/6/2025
Multiple Airlines,MAN,HKG,58h 25m,3 stops,C$ 565,4/22/2025,16,4/6/2025
"Hainan Airlines, Cathay Pacific",MAN,HKG,15h 50m,1 stop,C$ 759,4/22/2025,16,4/6/2025
"Hainan Airlines, Air China",MAN,HKG,16h 30m,1 stop,C$ 758,4/22/2025,16,4/6/2025
"Hainan Airlines, Hong Kong Airlines",MAN,HKG,17h 50m,1 stop,C$ 727,4/22/2025,16,4/6/2025
Qatar Airways,MAN,HKG,17h 15m,1 stop,C$ 806,4/22/2025,16,4/6/2025
"Hainan Airlines, Cathay Pacific",MAN,HKG,18h 35m,1 stop,C$ 759,4/22/2025,16,4/6/2025
British Airways,MAN,HKG,16h 25m,1 stop,"C$ 1,088",4/22/2025,16,4/6/2025
Finnair,MAN,HKG,16h 50m,1 stop,C$ 992,4/22/2025,16,4/6/2025
"Hainan Airlines, Air China",MAN,HKG,17h 50m,1 stop,C$ 807,4/22/2025,16,4/6/2025
Emirates,MAN,HKG,17h 00m,1 stop,"C$ 1,005",4/22/2025,16,4/6/2025
British Airways • Operated by Qatar Airways,MAN,HKG,17h 15m,1 stop,"C$ 1,009",4/22/2025,16,4/6/2025
"British Airways, Qatar Airways • Operated by Qatar Airways",MAN,HKG,17h 15m,1 stop,"C$ 1,127",4/22/2025,16,4/6/2025
British Airways,MAN,HKG,18h 20m,1 stop,"C$ 1,088",4/22/2025,16,4/6/2025
Multiple Airlines,MAN,HKG,19h 00m,2 stops,C$ 794,4/22/2025,16,4/6/2025
"British Airways, Cathay Pacific",MAN,HKG,15h 25m,1 stop,"C$ 1,386",4/22/2025,16,4/6/2025
Emirates,MAN,HKG,17h 00m,1 stop,"C$ 1,005",4/23/2025,17,4/6/2025
"Hainan Airlines, Cathay Pacific",MAN,HKG,15h 50m,1 stop,C$ 759,4/23/2025,17,4/6/2025
"Ryanair, Sichuan Airlines",MAN,HKG,40h 40m,2 stops,C$ 511,4/23/2025,17,4/6/2025
Cathay Pacific,MAN,HKG,12h 35m,direct,"C$ 1,266",4/23/2025,17,4/6/2025
Qatar Airways,MAN,HKG,17h 15m,1 stop,C$ 769,4/23/2025,17,4/6/2025
"Hainan Airlines, Hong Kong Airlines",MAN,HKG,17h 50m,1 stop,C$ 755,4/23/2025,17,4/6/2025
British Airways,MAN,HKG,16h 30m,1 stop,"C$ 1,088",4/23/2025,17,4/6/2025
"Hainan Airlines, Air China",MAN,HKG,16h 30m,1 stop,C$ 807,4/23/2025,17,4/6/2025
"Juneyao Airlines, Hong Kong Airlines",MAN,HKG,17h 55m,1 stop,C$ 812,4/23/2025,17,4/6/2025
"Juneyao Airlines, China Eastern",MAN,HKG,17h 55m,1 stop,C$ 871,4/23/2025,17,4/6/2025
Turkish Airlines,MAN,HKG,16h 40m,1 stop,"C$ 1,001",4/23/2025,17,4/6/2025
"Juneyao Airlines, Shanghai Airlines",MAN,HKG,17h 55m,1 stop,C$ 872,4/23/2025,17,4/6/2025
"Hainan Airlines, Air China",MAN,HKG,17h 50m,1 stop,C$ 807,4/23/2025,17,4/6/2025
Emirates,MAN,HKG,17h 00m,1 stop,"C$ 1,005",4/23/2025,17,4/6/2025
British Airways • Operated by Qatar Airways,MAN,HKG,17h 15m,1 stop,"C$ 1,009",4/23/2025,17,4/6/2025
"Hainan Airlines, Cathay Pacific",MAN,HKG,18h 35m,1 stop,C$ 802,4/23/2025,17,4/6/2025
Emirates,MAN,HKG,17h 35m,1 stop,"C$ 1,005",4/23/2025,17,4/6/2025
Qatar Airways,MAN,HKG,17h 15m,1 stop,C$ 822,4/24/2025,18,4/6/2025
Multiple Airlines,MAN,HKG,24h 40m,2 stops,C$ 486,4/24/2025,18,4/6/2025
Cathay Pacific,MAN,HKG,12h 35m,direct,"C$ 1,266",4/24/2025,18,4/6/2025
Qatar Airways,MAN,HKG,17h 15m,1 stop,C$ 821,4/24/2025,18,4/6/2025
"Hainan Airlines, Cathay Pacific",MAN,HKG,15h 50m,1 stop,C$ 826,4/24/2025,18,4/6/2025
"Hainan Airlines, Air China",MAN,HKG,16h 30m,1 stop,C$ 837,4/24/2025,18,4/6/2025
Finnair,MAN,HKG,16h 50m,1 stop,C$ 975,4/24/2025,18,4/6/2025
Turkish Airlines,MAN,HKG,16h 35m,1 stop,C$ 993,4/24/2025,18,4/6/2025
British Airways,MAN,HKG,16h 05m,1 stop,"C$ 1,088",4/24/2025,18,4/6/2025
"Ryanair, Air China",MAN,HKG,20h 35m,2 stops,C$ 661,4/24/2025,18,4/6/2025
Emirates,MAN,HKG,17h 00m,1 stop,"C$ 1,005",4/24/2025,18,4/6/2025
"Hainan Airlines, Air China",MAN,HKG,17h 50m,1 stop,C$ 837,4/24/2025,18,4/6/2025
Multiple Airlines,MAN,HKG,19h 15m,2 stops,C$ 745,4/24/2025,18,4/6/2025
British Airways • Operated by Qatar Airways,MAN,HKG,17h 15m,1 stop,"C$ 1,070",4/24/2025,18,4/6/2025
Emirates,MAN,HKG,17h 35m,1 stop,"C$ 1,043",4/24/2025,18,4/6/2025
SWISS • Operated by Helvetic Airways,MAN,HKG,15h 00m,1 stop,"C$ 1,340",4/24/2025,18,4/6/2025
Emirates,MAN,HKG,21h 00m,2 stops,"C$ 1,087",4/25/2025,19,4/6/2025
Cathay Pacific,MAN,HKG,12h 35m,direct,"C$ 1,300",4/25/2025,19,4/6/2025
Multiple Airlines,MAN,HKG,58h 05m,2 stops,C$ 550,4/25/2025,19,4/6/2025
Qatar Airways,MAN,HKG,17h 15m,1 stop,C$ 821,4/25/2025,19,4/6/2025
"Hainan Airlines, Hong Kong Airlines",MAN,HKG,17h 50m,1 stop,C$ 769,4/25/2025,19,4/6/2025
British Airways,MAN,HKG,15h 35m,1 stop,"C$ 1,088",4/25/2025,19,4/6/2025
"Juneyao Airlines, Hong Kong Airlines",MAN,HKG,17h 55m,1 stop,C$ 886,4/25/2025,19,4/6/2025
Finnair • Operated by Nordic Reg For Finnair,MAN,HKG,16h 50m,1 stop,C$ 992,4/25/2025,19,4/6/2025
"Hainan Airlines, Hong Kong Airlines",MAN,HKG,19h 30m,2 stops,C$ 739,4/25/2025,19,4/6/2025
"Juneyao Airlines, Cathay Pacific",MAN,HKG,16h 15m,1 stop,C$ 917,4/25/2025,19,4/6/2025
"Hainan Airlines, Cathay Pacific",MAN,HKG,18h 35m,1 stop,C$ 823,4/25/2025,19,4/6/2025
Turkish Airlines,MAN,HKG,16h 40m,1 stop,"C$ 1,007",4/25/2025,19,4/6/2025
"Hainan Airlines, Cathay Pacific",MAN,HKG,15h 50m,1 stop,C$ 971,4/25/2025,19,4/6/2025
British Airways • Operated by Qatar Airways,MAN,HKG,17h 15m,1 stop,"C$ 1,070",4/25/2025,19,4/6/2025
"Juneyao Airlines, China Eastern",MAN,HKG,17h 55m,1 stop,C$ 986,4/25/2025,19,4/6/2025
SWISS • Operated by Helvetic Airways,MAN,HKG,15h 00m,1 stop,"C$ 1,340",4/25/2025,19,4/6/2025
"Juneyao Airlines, Shanghai Airlines",MAN,HKG,17h 55m,1 stop,C$ 986,4/25/2025,19,4/6/2025
Emirates,MAN,HKG,21h 00m,2 stops,"C$ 1,087",4/26/2025,20,4/6/2025
Cathay Pacific,MAN,HKG,12h 35m,direct,"C$ 1,300",4/26/2025,20,4/6/2025
Multiple Airlines,MAN,HKG,49h 10m,2 stops,C$ 491,4/26/2025,20,4/6/2025
"Hainan Airlines, Cathay Pacific",MAN,HKG,15h 50m,1 stop,C$ 802,4/26/2025,20,4/6/2025
"Hainan Airlines, Hong Kong Airlines",MAN,HKG,17h 50m,1 stop,C$ 781,4/26/2025,20,4/6/2025
Finnair • Operated by Nordic Reg For Finnair,MAN,HKG,16h 50m,1 stop,C$ 992,4/26/2025,20,4/6/2025
SWISS • Operated by Helvetic Airways,MAN,HKG,15h 00m,1 stop,"C$ 1,179",4/26/2025,20,4/6/2025
"Hainan Airlines, Cathay Pacific",MAN,HKG,18h 35m,1 stop,C$ 835,4/26/2025,20,4/6/2025
"Ryanair, SWISS • Operated by Helvetic Airways",MAN,HKG,17h 40m,2 stops,C$ 834,4/26/2025,20,4/6/2025
KLM,MAN,HKG,14h 55m,1 stop,"C$ 1,293",4/26/2025,20,4/6/2025
Turkish Airlines,MAN,HKG,16h 55m,1 stop,"C$ 1,191",4/26/2025,20,4/6/2025
Emirates,MAN,HKG,17h 00m,1 stop,"C$ 1,222",4/26/2025,20,4/6/2025
"Hainan Airlines, Hong Kong Airlines",MAN,HKG,19h 30m,2 stops,C$ 795,4/26/2025,20,4/6/2025
British Airways,MAN,HKG,15h 40m,1 stop,"C$ 1,329",4/26/2025,20,4/6/2025
Qatar Airways,MAN,HKG,17h 15m,1 stop,"C$ 1,283",4/26/2025,20,4/6/2025
"British Airways, Cathay Pacific",MAN,HKG,16h 45m,1 stop,"C$ 1,160",4/26/2025,20,4/6/2025
British Airways • Operated by Qatar Airways,MAN,HKG,17h 15m,1 stop,"C$ 1,317",4/26/2025,20,4/6/2025
Emirates,MAN,HKG,21h 00m,2 stops,"C$ 1,051",4/27/2025,21,4/6/2025
Multiple Airlines • Operated by Shanghai Airlines,MAN,HKG,22h 45m,2 stops,C$ 538,4/27/2025,21,4/6/2025
Cathay Pacific,MAN,HKG,12h 35m,direct,"C$ 1,300",4/27/2025,21,4/6/2025
"Hainan Airlines, Cathay Pacific",MAN,HKG,15h 50m,1 stop,C$ 750,4/27/2025,21,4/6/2025
Qatar Airways,MAN,HKG,17h 15m,1 stop,C$ 769,4/27/2025,21,4/6/2025
"Hainan Airlines, Hong Kong Airlines",MAN,HKG,17h 50m,1 stop,C$ 718,4/27/2025,21,4/6/2025
"Hainan Airlines, Air China",MAN,HKG,16h 30m,1 stop,C$ 797,4/27/2025,21,4/6/2025
British Airways • Operated by Qatar Airways,MAN,HKG,17h 15m,1 stop,"C$ 1,009",4/27/2025,21,4/6/2025
Finnair • Operated by Nordic Reg For Finnair,MAN,HKG,16h 50m,1 stop,C$ 992,4/27/2025,21,4/6/2025
British Airways,MAN,HKG,15h 55m,1 stop,"C$ 1,088",4/27/2025,21,4/6/2025
"Hainan Airlines, Cathay Pacific",MAN,HKG,18h 35m,1 stop,C$ 750,4/27/2025,21,4/6/2025
Turkish Airlines,MAN,HKG,16h 40m,1 stop,"C$ 1,036",4/27/2025,21,4/6/2025
"Hainan Airlines, Air China",MAN,HKG,17h 50m,1 stop,C$ 797,4/27/2025,21,4/6/2025
SWISS • Operated by airBaltic,MAN,HKG,15h 00m,1 stop,"C$ 1,179",4/27/2025,21,4/6/2025
Emirates,MAN,HKG,17h 00m,1 stop,"C$ 1,087",4/27/2025,21,4/6/2025
"Hainan Airlines, Hong Kong Airlines",MAN,HKG,19h 30m,2 stops,C$ 681,4/27/2025,21,4/6/2025
Emirates,MAN,HKG,21h 00m,2 stops,"C$ 1,007",4/28/2025,22,4/6/2025
Qatar Airways,MAN,HKG,17h 15m,1 stop,C$ 769,4/28/2025,22,4/6/2025
Multiple Airlines • Operated by Malta Air,MAN,HKG,58h 50m,3 stops,C$ 566,4/28/2025,22,4/6/2025
Cathay Pacific,MAN,HKG,12h 35m,direct,"C$ 1,266",4/28/2025,22,4/6/2025
"Juneyao Airlines, Hong Kong Airlines",MAN,HKG,17h 55m,1 stop,C$ 795,4/28/2025,22,4/6/2025
"Hainan Airlines, Cathay Pacific",MAN,HKG,15h 50m,1 stop,C$ 835,4/28/2025,22,4/6/2025
"Juneyao Airlines, Cathay Pacific",MAN,HKG,16h 15m,1 stop,C$ 833,4/28/2025,22,4/6/2025
British Airways,MAN,HKG,15h 35m,1 stop,"C$ 1,088",4/28/2025,22,4/6/2025
KLM,MAN,HKG,14h 55m,1 stop,"C$ 1,176",4/28/2025,22,4/6/2025
"Hainan Airlines, Hong Kong Airlines",MAN,HKG,17h 50m,1 stop,C$ 781,4/28/2025,22,4/6/2025
"Hainan Airlines, Hong Kong Airlines",MAN,HKG,19h 30m,2 stops,C$ 744,4/28/2025,22,4/6/2025
"Hainan Airlines, Air China",MAN,HKG,16h 30m,1 stop,C$ 878,4/28/2025,22,4/6/2025
"Juneyao Airlines, China Eastern",MAN,HKG,17h 55m,1 stop,C$ 871,4/28/2025,22,4/6/2025
SWISS • Operated by airBaltic,MAN,HKG,15h 00m,1 stop,"C$ 1,179",4/28/2025,22,4/6/2025
"Juneyao Airlines, Shanghai Airlines",MAN,HKG,17h 55m,1 stop,C$ 872,4/28/2025,22,4/6/2025
"Juneyao Airlines, Spring Airlines",MAN,HKG,18h 25m,1 stop,C$ 796,4/28/2025,22,4/6/2025
"Hainan Airlines, Cathay Pacific",MAN,HKG,20h 45m,1 stop,C$ 759,4/28/2025,22,4/6/2025
Emirates,MAN,HKG,17h 00m,1 stop,"C$ 1,005",4/29/2025,23,4/6/2025
Qatar Airways,MAN,HKG,17h 15m,1 stop,C$ 769,4/29/2025,23,4/6/2025
"Ryanair, Sichuan Airlines",MAN,HKG,59h 35m,3 stops,C$ 523,4/29/2025,23,4/6/2025
Cathay Pacific,MAN,HKG,12h 35m,direct,"C$ 1,266",4/29/2025,23,4/6/2025
Finnair,MAN,HKG,16h 50m,1 stop,C$ 968,4/29/2025,23,4/6/2025
"Ryanair, SWISS • Operated by Helvetic Airways",MAN,HKG,19h 00m,2 stops,C$ 745,4/29/2025,23,4/6/2025
Qatar Airways,MAN,HKG,17h 15m,1 stop,C$ 982,4/29/2025,23,4/6/2025
KLM,MAN,HKG,14h 55m,1 stop,"C$ 1,176",4/29/2025,23,4/6/2025
Emirates,MAN,HKG,17h 00m,1 stop,"C$ 1,005",4/29/2025,23,4/6/2025
Multiple Airlines • Operated by Malta Air,MAN,HKG,20h 05m,2 stops,C$ 748,4/29/2025,23,4/6/2025
British Airways,MAN,HKG,16h 25m,1 stop,"C$ 1,088",4/29/2025,23,4/6/2025
British Airways • Operated by Qatar Airways,MAN,HKG,17h 15m,1 stop,"C$ 1,009",4/29/2025,23,4/6/2025
British Airways • Operated by Qatar Airways,MAN,HKG,17h 15m,1 stop,"C$ 1,009",4/29/2025,23,4/6/2025
Emirates,MAN,HKG,17h 35m,1 stop,"C$ 1,005",4/29/2025,23,4/6/2025
SWISS • Operated by airBaltic,MAN,HKG,15h 00m,1 stop,"C$ 1,179",4/29/2025,23,4/6/2025
"Hainan Airlines, Hong Kong Airlines",MAN,HKG,17h 50m,1 stop,C$ 923,4/29/2025,23,4/6/2025
"SWISS • Operated by Cathay Pacific, Helvetic Airways",MAN,HKG,15h 15m,1 stop,"C$ 1,234",4/29/2025,23,4/6/2025
Emirates,MAN,HKG,17h 00m,1 stop,"C$ 1,005",4/30/2025,24,4/6/2025
Qatar Airways,MAN,HKG,17h 05m,1 stop,C$ 769,4/30/2025,24,4/6/2025
"Ryanair, Sichuan Airlines",MAN,HKG,40h 40m,2 stops,C$ 479,4/30/2025,24,4/6/2025
Cathay Pacific,MAN,HKG,12h 35m,direct,"C$ 1,266",4/30/2025,24,4/6/2025
"Ryanair, SWISS",MAN,HKG,18h 25m,2 stops,C$ 737,4/30/2025,24,4/6/2025
Turkish Airlines,MAN,HKG,16h 40m,1 stop,"C$ 1,001",4/30/2025,24,4/6/2025
British Airways • Operated by Qatar Airways,MAN,HKG,17h 05m,1 stop,"C$ 1,009",4/30/2025,24,4/6/2025
Emirates,MAN,HKG,17h 00m,1 stop,"C$ 1,005",4/30/2025,24,4/6/2025
Emirates,MAN,HKG,17h 35m,1 stop,"C$ 1,005",4/30/2025,24,4/6/2025
"Ryanair, SWISS",MAN,HKG,19h 45m,2 stops,C$ 725,4/30/2025,24,4/6/2025
British Airways,MAN,HKG,16h 30m,1 stop,"C$ 1,088",4/30/2025,24,4/6/2025
SWISS,MAN,HKG,15h 00m,1 stop,"C$ 1,179",4/30/2025,24,4/6/2025
"Aer Lingus, SWISS",MAN,HKG,19h 20m,2 stops,C$ 759,4/30/2025,24,4/6/2025
Qatar Airways,MAN,HKG,17h 15m,1 stop,"C$ 1,127",4/30/2025,24,4/6/2025
British Airways • Operated by Qatar Airways,MAN,HKG,17h 15m,1 stop,"C$ 1,105",4/30/2025,24,4/6/2025
"SWISS • Operated by Cathay Pacific, Helvetic Airways",MAN,HKG,15h 15m,1 stop,"C$ 1,234",4/30/2025,24,4/6/2025
"British Airways, Qatar Airways • Operated by Qatar Airways",MAN,HKG,17h 05m,1 stop,"C$ 1,147",4/30/2025,24,4/6/2025
Qatar Airways,MAN,HKG,17h 05m,1 stop,C$ 837,5/1/2025,25,4/6/2025
Cathay Pacific,MAN,HKG,12h 35m,direct,"C$ 1,281",5/1/2025,25,4/6/2025
"Ryanair, Sichuan Airlines • Operated by Malta Air",MAN,HKG,49h 50m,2 stops,C$ 502,5/1/2025,25,4/6/2025
Qatar Airways,MAN,HKG,17h 05m,1 stop,C$ 836,5/1/2025,25,4/6/2025
"Hainan Airlines, Air China",MAN,HKG,16h 30m,1 stop,C$ 834,5/1/2025,25,4/6/2025
Emirates,MAN,HKG,17h 00m,1 stop,C$ 975,5/1/2025,25,4/6/2025
Finnair,MAN,HKG,16h 50m,1 stop,C$ 994,5/1/2025,25,4/6/2025
"Hainan Airlines, Cathay Pacific",MAN,HKG,15h 50m,1 stop,C$ 878,5/1/2025,25,4/6/2025
"Hainan Airlines, Hong Kong Airlines",MAN,HKG,17h 50m,1 stop,C$ 831,5/1/2025,25,4/6/2025
KLM,MAN,HKG,14h 55m,1 stop,"C$ 1,191",5/1/2025,25,4/6/2025
Emirates,MAN,HKG,17h 35m,1 stop,C$ 975,5/1/2025,25,4/6/2025
British Airways,MAN,HKG,16h 05m,1 stop,"C$ 1,103",5/1/2025,25,4/6/2025
Turkish Airlines,MAN,HKG,16h 55m,1 stop,"C$ 1,016",5/1/2025,25,4/6/2025
SWISS • Operated by Helvetic Airways,MAN,HKG,15h 00m,1 stop,"C$ 1,194",5/1/2025,25,4/6/2025
Qatar Airways,MAN,HKG,17h 15m,1 stop,"C$ 1,043",5/1/2025,25,4/6/2025
"Hainan Airlines, Air China",MAN,HKG,17h 50m,1 stop,C$ 854,5/1/2025,25,4/6/2025
"Hainan Airlines, Cathay Pacific",MAN,HKG,18h 35m,1 stop,C$ 835,5/1/2025,25,4/6/2025
Emirates,MAN,HKG,17h 00m,1 stop,"C$ 1,057",5/2/2025,26,4/6/2025
"Hainan Airlines, Cathay Pacific",MAN,HKG,15h 50m,1 stop,C$ 776,5/2/2025,26,4/6/2025
